"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT5G55900.1",22637531,22639761,"+","5","Sucrase/ferredoxin-like family protein",NA,"AT5G55900"
"AT5G55910.1",22639844,22642354,"-","5","D6 protein kinase","D6PK is a protein kinase involved that plays a role in polar auxin transport. Most likely acts redundantly with the related proteins: D6PKL1,D6PKL2,and D6PKL3. PIN1 is a target of D6PK phosphorylation.","AT5G55910"
"AT5G55920.1",22645483,22649447,"-","5","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","Encodes a homolog of the S. cerevisiae Nop2 that is involved in ribosome biogenesis and plays a role on organ size control by promoting cell proliferation and preventing compensation in normal leaf development.","AT5G55920"
"AT5G55930.1",22652715,22656106,"+","5","oligopeptide transporter 1","oligopeptide transporter","AT5G55930"
"AT5G55940.1",22655998,22658048,"-","5","Uncharacterised protein family (UPF0172)",NA,"AT5G55940"
"AT5G55950.1",22658112,22660434,"-","5","Nucleotide/sugar transporter family protein",NA,"AT5G55950"
"AT5G55960.1",22662576,22665087,"+","5",NA,NA,"AT5G55960"
"AT5G55970.1",22667906,22669545,"+","5","RING/U-box superfamily protein",NA,"AT5G55970"
"AT5G55980.1",22670301,22670642,"+","5","serine-rich protein-related",NA,"AT5G55980"
"AT5G55990.1",22671452,22673855,"+","5","calcineurin B-like protein 2","Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.","AT5G55990"
"AT5G56000.1",22677451,22680152,"-","5","HEAT SHOCK PROTEIN 81.4",NA,"AT5G56000"
"AT5G56010.1",22681305,22684129,"+","5","heat shock protein 81-3","A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Overexpression reduced tolerance to heat and conferred higher tolerance to calcium.","AT5G56010"
"AT5G56020.1",22684405,22686369,"+","5","Got1/Sft2-like vescicle transport protein family",NA,"AT5G56020"
"AT5G56030.2",22686832,22689471,"+","5","heat shock protein 81-2","A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Interacts with HsfA1d in the cytosol and the nucleus and negatively regulates HsfA1d. Did not bind to  AtHsfA4c.","AT5G56030"
"AT5G56040.2",22694878,22698628,"+","5","Leucine-rich receptor-like protein kinase family protein",NA,"AT5G56040"
"AT5G56050.1",22700962,22702116,"-","5",NA,NA,"AT5G56050"
"AT5G56060.1",22704008,22704892,"+","5","Domain of unknown function (DUF2431)",NA,"AT5G56060"
"AT5G56070.1",22708679,22709204,"+","5",NA,NA,"AT5G56070"
"AT5G56075.1",22709756,22710809,"+","5","Domain of unknown function (DUF2431)",NA,"AT5G56075"
"AT5G56080.1",22711402,22712364,"-","5","nicotianamine synthase 2","Encodes a protein with nicotianamine synthase activity. Its transcript levels rise in roots in response to zinc deficiency and rise in leaves in response to elevated levels of zinc.","AT5G56080"
"AT5G56090.1",22714518,22716835,"+","5","cytochrome c oxidase 15","Encodes a homolog of COX15.  Microarray analysis show a 3.2 fold increase in transcription after treatment with rotenone, an electron transport chain inhibitor.","AT5G56090"
"AT5G56100.1",22717115,22717751,"+","5","glycine-rich protein / oleosin",NA,"AT5G56100"
"AT5G56110.1",22719191,22720664,"+","5","myb domain protein 103","Encodes a member of the R2R3 MYB transcription factor gene family that is required for anther development by regulation tapetum development, callose dissolution and exine formation.  It acts upstream of MS2.","AT5G56110"
"AT5G56120.1",22721373,22722613,"+","5",NA,NA,"AT5G56120"
"AT5G56130.1",22722482,22725095,"-","5","Transducin/WD40 repeat-like superfamily protein","Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.","AT5G56130"
"AT5G56140.1",22725369,22728343,"+","5","RNA-binding KH domain-containing protein",NA,"AT5G56140"
"AT5G56150.1",22729176,22731187,"+","5","ubiquitin-conjugating enzyme 30",NA,"AT5G56150"
"AT5G56160.1",22731974,22735590,"+","5","Sec14p-like phosphatidylinositol transfer family protein",NA,"AT5G56160"
"AT5G56170.1",22735915,22737311,"+","5","LORELEI-LIKE-GPI-ANCHORED PROTEIN 1",NA,"AT5G56170"
"AT5G56180.1",22737325,22741031,"-","5","actin-related protein 8","encodes a protein whose sequence is similar to actin-related proteins (ARPs) in other organisms. Member of nuclear ARP family of genes.","AT5G56180"
"AT5G56190.2",22742032,22745177,"+","5","Transducin/WD40 repeat-like superfamily protein",NA,"AT5G56190"
"AT5G56200.1",22747768,22749249,"+","5","C2H2 type zinc finger transcription factor family","Encodes a transcription factor expressed in the female gametophyte.","AT5G56200"
"AT5G56210.1",22750555,22752732,"-","5","WPP domain interacting protein 2","Encodes an outer nuclear membrane protein that anchors RanGAP1 to the nuclear envelope.  It interacts with SUN proteins and is required for maintaining the elongated nuclear shape of epidermal cells.","AT5G56210"
"AT5G56220.1",22754818,22757920,"+","5","P-loop containing nucleoside triphosphate hydrolases superfamily protein",NA,"AT5G56220"
"AT5G56230.1",22758768,22759371,"-","5","prenylated RAB acceptor 1.G2",NA,"AT5G56230"
"AT5G56240.2",22759805,22764587,"-","5",NA,NA,"AT5G56240"
"AT5G56250.2",22768577,22772892,"-","5","hapless 8",NA,"AT5G56250"
"AT5G56260.1",22775325,22777304,"-","5","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase",NA,"AT5G56260"
"AT5G56270.1",22779693,22783268,"+","5","WRKY DNA-binding protein 2","Encodes WRKY transcription factor 2, a zinc-finger protein.  In wrky2 mutants, egg cells polarize normally but zygotes fail to reestablish polar organelle positioning from a transient symmetric state, resulting in equal cell division and distorted embryo development.","AT5G56270"
"AT5G56280.1",22783384,22785577,"-","5","COP9 signalosome subunit 6A","one of two genes encoding subunit 6 of COP9 signalosome complex. Protein contains a MPR1p and PAD1p N-terminal (MPN) domain at the N-terminal region and belongs to the Mov34 superfamily. Mutant and antisense expression result in a number of developmental defects and in ubiquitin/proteasome-mediated protein degradation.","AT5G56280"
"AT5G56290.1",22786506,22792161,"+","5","peroxin 5","Encodes the peroxisomal targeting signal type 1 receptor that facilitates peroxisomal protein translocation. It recognizes proteins with the PTS1 consensus sequence (tripeptide SKL or a conserved variant) at the extreme C terminus.  The protein has several domains, including C-terminal tetratricopeptide repeat motifs which act in binding the C-terminal ""SKL"" targeting signal.  The mechanism of transport has been worked out in other organisms:  The receptor recognizes and binds cytosolic PTS1-containing proteins.  The PEX5-PTS1 complex binds a PEX14/PEX13 receptor complex at the peroxisome membrane and is translocated into the peroxisome matrix in a process dependent on PEX2,PEX10, and PEX12.  In the peroxisome matrix, PEX5 releases its cargo and is recycled to the cytosol in a process dependent on PEX1, PEX4, PEX6 and PEX22.  It is also involved, in conjunction with PEX7, in PTS1- and PTS2-dependent peroxisomal protein import.  RNAi experiments suggest that PEX5 is necessary for the maintenance of both glyoxysomal and leaf peroxisomal functions.","AT5G56290"
"AT5G56300.1",22799507,22801692,"+","5","gibberellic acid methyltransferase 2","A member of the Arabidopsis SABATH methyltransferase gene family.  Encodes GAMT2, a methyltransferase that uses S-adenosine-L-methionine (SAM) as a methyl donor to methylate the carboxyl group of GAs, resulting in the methyl esters of GAs (MeGAs).  Expressed most highly in the siliques during seed development.","AT5G56300"
"AT5G56310.1",22802316,22804377,"+","5","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT5G56310"
"AT5G56320.1",22808641,22810237,"+","5","expansin A14","member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)","AT5G56320"
"AT5G56325.1",22812213,22813263,"+","5","FBD-like domain family protein",NA,"AT5G56325"
"AT5G56330.1",22813768,22816162,"+","5","alpha carbonic anhydrase 8",NA,"AT5G56330"
"AT5G56340.1",22817560,22819657,"+","5","RING/U-box superfamily protein",NA,"AT5G56340"
"AT5G56350.1",22820006,22822766,"-","5","Pyruvate kinase family protein",NA,"AT5G56350"
"AT5G56360.1",22823302,22828025,"-","5","calmodulin-binding protein","Encodes PSL4, beta-subunit of endoplasmic reticulum-resident glucosidase II, which is essential for stable accumulation and quality control of the elf18 receptor EFR but not the flg22 receptor FLS2.","AT5G56360"
"AT5G56368.1",22833964,22834645,"+","5",NA,"Encodes a defensin-like (DEFL) family protein.","AT5G56368"
"AT5G56369.1",22835446,22835823,"+","5","Defensin-like (DEFL) family protein","Encodes a defensin-like (DEFL) family protein.","AT5G56369"
"AT5G56370.1",22835982,22837941,"-","5","F-box/RNI-like/FBD-like domains-containing protein",NA,"AT5G56370"
"AT5G56380.1",22838672,22841015,"-","5","F-box/RNI-like/FBD-like domains-containing protein",NA,"AT5G56380"
"AT5G56390.1",22842790,22844273,"-","5","F-box/RNI-like/FBD-like domains-containing protein",NA,"AT5G56390"
"AT5G56400.1",22846069,22847615,"-","5","FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein",NA,"AT5G56400"
"AT5G56410.1",22848508,22850331,"-","5","Protein with RNI-like/FBD-like domains",NA,"AT5G56410"
"AT5G56420.1",22850584,22852740,"-","5","F-box/RNI-like/FBD-like domains-containing protein",NA,"AT5G56420"
"AT5G56430.1",22853323,22854575,"-","5","F-box/FBD-like domains containing protein",NA,"AT5G56430"
"AT5G56440.1",22855742,22857117,"-","5","F-box/RNI-like/FBD-like domains-containing protein",NA,"AT5G56440"
"AT5G56450.1",22858509,22860062,"-","5","Mitochondrial substrate carrier family protein",NA,"AT5G56450"
"AT5G56452.1",22860450,22861818,"-","5","FBD-like domain family protein",NA,"AT5G56452"
"AT5G56460.1",22865110,22867996,"+","5","Protein kinase superfamily protein",NA,"AT5G56460"
"AT5G56470.1",22869060,22869958,"+","5","FAD-dependent oxidoreductase family protein",NA,"AT5G56470"
"AT5G56480.1",22870326,22870817,"-","5","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,"AT5G56480"
"AT5G56490.1",22871463,22873444,"+","5","D-arabinono-1,4-lactone oxidase family protein",NA,"AT5G56490"
"AT5G56500.1",22873791,22877396,"+","5","TCP-1/cpn60 chaperonin family protein","Encodes a subunit of chloroplasts chaperonins that are involved in mediating the folding of newly synthesized, translocated, or stress-denatured proteins.  Cpn60 subunits are: Cpn60alpha1 (At2g28000), AtCpn60alpha2 (At5g18820), AtCpn60beta1 (At1g55490), AtCpn60beta2 (At3g13470), AtCpn60beta3 (At5g56500), AtCpn60beta4 (At1g26230).","AT5G56500"
"AT5G56510.1",22881721,22883842,"+","5","pumilio 12","Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.","AT5G56510"
"AT5G56520.1",22885192,22886541,"+","5",NA,NA,"AT5G56520"
"AT5G56530.1",22889226,22891769,"+","5","Protein of Unknown Function (DUF239)",NA,"AT5G56530"
"AT5G56540.1",22893151,22893642,"+","5","arabinogalactan protein 14","Encodes arabinogalactan protein (AGP14). Mutants exhibit longer root hairs.","AT5G56540"
"AT5G56550.1",22895616,22896653,"-","5","oxidative stress 3","Encodes OXIDATIVE STRESS 3 (OXS3)&#65292; involved in tolerance to heavy metals and oxidative stress.","AT5G56550"
"AT5G56560.1",22899724,22901985,"+","5","FBD, F-box and Leucine Rich Repeat domains containing protein",NA,"AT5G56560"
"AT5G56570.1",22902736,22904596,"+","5","Leucine-rich repeat (LRR) family protein",NA,"AT5G56570"
"AT5G56580.1",22904689,22906661,"-","5","MAP kinase kinase 6","Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.","AT5G56580"
"AT5G56590.1",22907319,22909559,"+","5","O-Glycosyl hydrolases family 17 protein",NA,"AT5G56590"
"AT5G56600.1",22909685,22910821,"-","5","profilin 3","Encodes profilin3, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Originally known as profilin5, and later named profilin3. Expressed in vegetative organs.","AT5G56600"
"AT5G56610.1",22916710,22918338,"+","5","Phosphotyrosine protein phosphatases superfamily protein",NA,"AT5G56610"
"AT5G56620.1",22918521,22921139,"-","5","NAC domain containing protein 99",NA,"AT5G56620"
"AT5G56630.1",22923922,22926963,"+","5","phosphofructokinase 7",NA,"AT5G56630"
"AT5G56640.1",22927329,22929643,"-","5","myo-inositol oxygenase 5","Myo-Inositol Oxygenase gene family","AT5G56640"
"AT5G56650.1",22930825,22932778,"+","5","IAA-leucine resistant (ILR)-like 1","encodes a protein similar to IAA conjugate hydrolases. Enzyme assays with purified GST-tagged protein shows some activity in vitro but too low to be physiologically significant.","AT5G56650"
"AT5G56660.1",22933267,22935316,"+","5","IAA-leucine resistant (ILR)-like 2","encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.","AT5G56660"
"AT5G56670.1",22935211,22936060,"-","5","Ribosomal protein S30 family protein",NA,"AT5G56670"
"AT5G56680.1",22936543,22939036,"+","5","Class II aminoacyl-tRNA and biotin synthetases superfamily protein","Encodes a putative cytosolic asparaginyl-tRNA synthetase.","AT5G56680"
"AT5G56690.1",22939723,22941099,"+","5","FBD, F-box and Leucine Rich Repeat domains containing protein",NA,"AT5G56690"
"AT5G56700.1",22941794,22943378,"+","5","FBD / Leucine Rich Repeat domains containing protein",NA,"AT5G56700"
"AT5G56710.1",22943831,22944971,"-","5","Ribosomal protein L31e family protein",NA,"AT5G56710"
"AT5G56720.1",22945537,22946718,"+","5","Lactate/malate dehydrogenase family protein","predicted to encode a cytosolic malate dehydrogenase.","AT5G56720"
"AT5G56730.1",22946906,22952576,"-","5","Insulinase (Peptidase family M16) protein",NA,"AT5G56730"
"AT5G56740.1",22952796,22955664,"-","5","histone acetyltransferase of the GNAT family 2","Encodes an enzyme with histone acetyltransferase activity. Histone H4 is the primary substrate for the enzyme. Prior acetylation of  lysine 12 of histone H4 reduces radioactive acetylation by  HAG2. HAG2 acetylates histone H4 lysine 12.","AT5G56740"
"AT5G56750.1",22957877,22960916,"+","5","N-MYC downregulated-like 1",NA,"AT5G56750"
"AT5G56760.1",22961309,22962660,"-","5","serine acetyltransferase 1;1","Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.","AT5G56760"
"AT5G56770.1",22962994,22963989,"-","5",NA,NA,"AT5G56770"
"AT5G56780.1",22964265,22966241,"-","5","effector of transcription2","Encodes a transcriptional regulator that is required for the induction of dormancy during late seed development.","AT5G56780"
