"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
6	2461242	2462587	+	LOC_Os06g05450	"expressed protein"
6	2472604	2473406	+	LOC_Os06g05470	"expressed protein"
6	2477492	2478406	-	LOC_Os06g05480	"expressed protein"
6	2497603	2498202	-	LOC_Os06g05510	"expressed protein"
6	2498847	2502901	-	LOC_Os06g05520	"OsMKK1 - putative MAPKK based on amino acid sequence homology, expressed"
6	2505590	2509040	-	LOC_Os06g05530	"RNA recognition motif containing protein, putative, expressed"
6	2510290	2510871	+	LOC_Os06g05540	"expressed protein"
6	2515760	2517940	+	LOC_Os06g05550	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2518212	2520938	+	LOC_Os06g05560	"expressed protein"
6	2529060	2531719	+	LOC_Os06g05580	"OsFBDUF30 - F-box and DUF domain containing protein, expressed"
6	2532409	2534592	+	LOC_Os06g05590	"OsFBX186 - F-box domain containing protein, expressed"
6	2535324	2537022	+	LOC_Os06g05600	"OsFBDUF31 - F-box and DUF domain containing protein, expressed"
6	2537903	2539471	+	LOC_Os06g05610	"OsFBDUF32 - F-box and DUF domain containing protein, expressed"
6	2541729	2543343	+	LOC_Os06g05620	"OsFBDUF33 - F-box and DUF domain containing protein, expressed"
6	2546688	2549257	+	LOC_Os06g05630	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2551069	2554991	-	LOC_Os06g05640	"expressed protein"
6	2555567	2557663	-	LOC_Os06g05650	"expressed protein"
6	2558015	2562242	+	LOC_Os06g05660	"NAP domain containing protein, putative, expressed"
6	2565181	2567638	+	LOC_Os06g05670	"expressed protein"
6	2574177	2576722	+	LOC_Os06g05690	"cysteine synthase, chloroplast/chromoplast precursor, putative, expressed"
6	2579088	2581726	+	LOC_Os06g05700	"cysteine synthase, putative, expressed"
6	2582782	2583617	+	LOC_Os06g05710	"pollen-specific protein, putative, expressed"
6	2583842	2586240	-	LOC_Os06g05720	"expressed protein"
6	2587926	2588896	-	LOC_Os06g05730	"expressed protein"
6	2589008	2592267	-	LOC_Os06g05740	"expressed protein"
6	2592555	2594478	+	LOC_Os06g05750	"transferase family domain containing protein, expressed"
6	2607881	2608795	+	LOC_Os06g05760	"ubiquitin family protein, putative, expressed"
6	2612135	2612801	+	LOC_Os06g05770	"expressed protein"
6	2631869	2635262	-	LOC_Os06g05790	"transferase family domain containing protein, expressed"
6	2635898	2641379	-	LOC_Os06g05800	"RNA recognition motif containing protein, putative, expressed"
6	2642290	2645274	-	LOC_Os06g05804	"trafficking protein particle complex subunit 4, putative, expressed"
6	2652069	2663464	+	LOC_Os06g05820	"OsLonP2 - Putative Lon protease homologue, expressed"
6	2660850	2663464	-	LOC_Os06g05830	"protein kinase domain containing protein, expressed"
6	2678974	2683781	-	LOC_Os06g05860	"6-phosphofructokinase, putative, expressed"
6	2678430	2688554	+	LOC_Os06g05870	"dual specificity protein phosphatase, putative, expressed"
6	2690213	2693052	+	LOC_Os06g05880	"profilin domain containing protein, expressed"
6	2695460	2699503	+	LOC_Os06g05890	"B-box zinc finger family protein, putative, expressed"
6	2699910	2705117	+	LOC_Os06g05900	"methyltransferase, putative, expressed"
6	2706062	2709710	+	LOC_Os06g05910	"methyltransferase domain containing protein, expressed"
6	2710262	2712458	+	LOC_Os06g05920	"Rf1, mitochondrial precursor, putative, expressed"
6	2714450	2715133	-	LOC_Os06g05930	"expressed protein"
6	2717865	2721617	-	LOC_Os06g05940	"DTA2, putative, expressed"
6	2724123	2726538	-	LOC_Os06g05950	"expressed protein"
6	2732800	2733105	+	LOC_Os06g05960	"expressed protein"
6	2738395	2740452	-	LOC_Os06g05970	"DUF581 domain containing protein, expressed"
6	2743656	2749242	+	LOC_Os06g05980	"transporter family protein, putative, expressed"
6	2749783	2754799	-	LOC_Os06g05990	"zinc finger family protein, putative, expressed"
6	2759258	2762127	-	LOC_Os06g06000	"expressed protein"
6	2766128	2770429	-	LOC_Os06g06014	"expressed protein"
6	2771069	2774076	-	LOC_Os06g06030	"peptidase, T1 family, putative, expressed"
6	2774437	2779879	-	LOC_Os06g06040	"expressed protein"
6	2780715	2785271	+	LOC_Os06g06050	"OsFBL27 - F-box domain and LRR containing protein, expressed"
6	2803003	2806286	+	LOC_Os06g06080	"serine esterase family protein, putative, expressed"
6	2806543	2813004	-	LOC_Os06g06090	"CGMC_MAPKCMGC_2_ERK.12 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed"
6	2815947	2817060	-	LOC_Os06g06100	"dihydroneopterin aldolase, putative, expressed"
6	2828443	2830314	+	LOC_Os06g06115	"expressed protein"
6	2832462	2836324	+	LOC_Os06g06120	"expressed protein"
6	2836446	2841616	-	LOC_Os06g06130	"glutamate receptor, putative, expressed"
6	2845574	2845819	-	LOC_Os06g06140	"hypothetical protein"
6	2848747	2849506	-	LOC_Os06g06150	"zinc finger, C3HC4 type domain containing protein, expressed"
6	2855441	2859561	+	LOC_Os06g06160	"IQ calmodulin-binding motif domain containing protein, expressed"
6	2859720	2861406	-	LOC_Os06g06170	"expressed protein"
6	2861700	2863179	-	LOC_Os06g06180	"transferase family protein, putative, expressed"
6	2863411	2867706	+	LOC_Os06g06190	"uncharacterized protein ycf45, putative, expressed"
6	2874350	2877067	+	LOC_Os06g06210	""
6	2877440	2877706	+	LOC_Os06g06220	"hypothetical protein"
6	2883906	2884914	-	LOC_Os06g06230	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2886335	2887342	-	LOC_Os06g06240	"hypothetical protein"
6	2893581	2895869	+	LOC_Os06g06250	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2898784	2900617	+	LOC_Os06g06260	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2900815	2901141	+	LOC_Os06g06270	"transcription elongation factor 1, putative, expressed"
6	2902268	2907306	+	LOC_Os06g06280	"galactosyltransferase family protein, putative, expressed"
6	2908024	2910916	-	LOC_Os06g06290	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	2926823	2928474	+	LOC_Os06g06300	"osFTL3  FT-Like3 homologous to Flowering Locus T  gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
6	2929390	2931981	+	LOC_Os06g06310	"expressed protein"
6	2940004	2942452	+	LOC_Os06g06320	"osFTL2  FT-Like2 homologous to Flowering Locus T  gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
6	2945569	2946378	+	LOC_Os06g06330	"expressed protein"
6	2947711	2948191	+	LOC_Os06g06340	"LTPL20 - Protease inhibitor/seed storage/LTP family protein precursor, putative, expressed"
6	2949764	2957842	+	LOC_Os06g06350	"AMP-binding enzyme, putative, expressed"
6	2958991	2963006	+	LOC_Os06g06360	"WRKY113, expressed"
6	2966769	2973190	+	LOC_Os06g06370	"expressed protein"
6	2973521	2979496	-	LOC_Os06g06380	"NBS-LRR type disease resistance protein, putative, expressed"
6	2980288	2984308	-	LOC_Os06g06390	"NBS-LRR type disease resistance protein, putative, expressed"
6	2985094	2990867	-	LOC_Os06g06400	"NBS-LRR type disease resistance protein, putative, expressed"
6	2992045	2995594	-	LOC_Os06g06410	"rRNA-processing protein FCF, putative, expressed"
6	2995767	2997991	+	LOC_Os06g06420	"glyoxalase/bleomycin resistance protein/dioxygenase, putative, expressed"
6	2999107	3001746	+	LOC_Os06g06430	"expressed protein"
6	3001105	3009250	-	LOC_Os06g06440	"ABC transporter, ATP-binding protein, putative, expressed"
6	3035391	3039390	+	LOC_Os06g06450	"heat shock protein STI, putative, expressed"
6	3040092	3041121	-	LOC_Os06g06460	"histone H3, putative, expressed"
6	3042190	3046238	+	LOC_Os06g06470	"U-box domain containing heat shock protein, putative, expressed"
6	3046565	3049171	-	LOC_Os06g06480	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
6	3051104	3055709	+	LOC_Os06g06490	"U-box domain containing heat shock protein, putative, expressed"
6	3056088	3056861	+	LOC_Os06g06510	"histone H3, putative, expressed"
6	3057016	3059017	-	LOC_Os06g06520	"GDSL-like lipase/acylhydrolase, putative, expressed"
6	3060004	3063607	-	LOC_Os06g06530	"proline-rich cell wall protein-like, putative, expressed"
6	3067709	3068737	+	LOC_Os06g06540	"AP2 domain containing protein, expressed"
6	3074186	3077781	-	LOC_Os06g06550	"plant protein of unknown function domain containing protein, expressed"
6	3079059	3086808	-	LOC_Os06g06560	"starch synthase, putative, expressed"
6	3090147	3090825	-	LOC_Os06g06570	"expressed protein"
6	3093918	3095987	+	LOC_Os06g06580	"expressed protein"
6	3095999	3097883	-	LOC_Os06g06590	"expressed protein"
6	3102920	3107515	+	LOC_Os06g06600	"OsFBX187 - F-box domain containing protein, expressed"
6	3111535	3115194	+	LOC_Os06g06610	"expressed protein"
6	3115721	3116026	-	LOC_Os06g06620	"expressed protein"
6	3118178	3119434	-	LOC_Os06g06630	"expressed protein"
6	3119929	3120279	+	LOC_Os06g06640	"expressed protein"
6	3128079	3130962	+	LOC_Os06g06660	"expressed protein"
6	3131221	3134226	+	LOC_Os06g06670	"expressed protein"
6	3135631	3136974	+	LOC_Os06g06680	"expressed protein"
6	3139200	3139652	-	LOC_Os06g06690	"hypothetical protein"
6	3139823	3140218	-	LOC_Os06g06700	"expressed protein"
6	3142026	3143988	+	LOC_Os06g06710	"expressed protein"
6	3145466	3147618	+	LOC_Os06g06720	"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
6	3154274	3158430	-	LOC_Os06g06730	"methyltransferase-like protein 5, putative, expressed"
6	3158656	3162646	+	LOC_Os06g06740	"MYB family transcription factor, putative, expressed"
6	3162801	3169415	-	LOC_Os06g06750	"OsMADS5 - MADS-box family gene with MIKCc type-box, expressed"
6	3175775	3181762	-	LOC_Os06g06760	"protein kinase, putative, expressed"
6	3186350	3191674	+	LOC_Os06g06770	"OsPOP11 - Putative Prolyl Oligopeptidase homologue, expressed"
6	3195571	3199007	+	LOC_Os06g06780	"harpin-induced protein, putative, expressed"
6	3199337	3203979	+	LOC_Os06g06790	"OsPDIL1-5  protein disulfide isomerase PDIL1-5, expressed"
6	3213518	3219042	+	LOC_Os06g06810	"OsSub49 - Putative Subtilisin homologue, expressed"
6	3219079	3222414	-	LOC_Os06g06820	"hydrolase, alpha/beta fold family domain containing protein, expressed"
6	3234519	3239156	-	LOC_Os06g06850	"resistance protein LR10, putative, expressed"
6	3241818	3246312	-	LOC_Os06g06860	"MLA1, putative, expressed"
6	3250462	3261364	-	LOC_Os06g06870	"zinc finger protein, putative, expressed"
6	3263799	3267308	-	LOC_Os06g06880	"Ser/Thr protein phosphatase family protein, putative, expressed"
6	3269777	3271434	+	LOC_Os06g06890	"expressed protein"
6	3273373	3276890	+	LOC_Os06g06900	"helix-loop-helix DNA-binding domain containing protein, expressed"
6	3277805	3279182	+	LOC_Os06g06910	"expressed protein"
6	3281882	3285652	-	LOC_Os06g06920	"S-locus-like receptor protein kinase, putative, expressed"
6	3286675	3289131	-	LOC_Os06g06930	"receptor-like protein kinase, putative, expressed"
6	3294197	3296358	-	LOC_Os06g06940	"S-locus-like receptor protein kinase, putative, expressed"
6	3305184	3307861	-	LOC_Os06g06960	"S-locus-like receptor protein kinase, putative, expressed"
6	3310866	3311822	+	LOC_Os06g06970	"AP2 domain containing protein, expressed"
6	3314111	3315452	+	LOC_Os06g06980	"caffeoyl-CoA O-methyltransferase, putative, expressed"
6	3316900	3317411	+	LOC_Os06g06990	"expressed protein"
6	3319111	3322612	-	LOC_Os06g07000	"OsFBL28 - F-box domain and LRR containing protein, expressed"
6	3328474	3331568	+	LOC_Os06g07020	"ZOS6-01 - C2H2 zinc finger protein, expressed"
6	3337083	3338612	+	LOC_Os06g07030	"AP2 domain containing protein, expressed"
6	3342423	3346318	-	LOC_Os06g07040	"OsIAA20 - Auxin-responsive Aux/IAA gene family member, expressed"
6	3355615	3356025	+	LOC_Os06g07060	"expressed protein"
6	3360524	3363523	+	LOC_Os06g07070	"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed"
6	3363867	3368261	-	LOC_Os06g07080	"pre-mRNA-processing-splicing factor 8, putative, expressed"
6	3376566	3386549	+	LOC_Os06g07090	"AP-1 complex subunit gamma-1, putative, expressed"
6	3388144	3390644	-	LOC_Os06g07100	"RING-H2 finger protein, putative, expressed"
6	3405164	3407737	+	LOC_Os06g07120	"dehydrodolichyl diphosphate synthase, putative, expressed"
6	3408660	3418591	+	LOC_Os06g07130	"SHR5-receptor-like kinase, putative, expressed"
6	3420507	3421643	+	LOC_Os06g07140	"peptidase, T1 family, putative, expressed"
6	3425690	3426037	-	LOC_Os06g07150	"expressed protein"
6	3428699	3433505	+	LOC_Os06g07160	"expressed protein"
6	3433633	3433886	-	LOC_Os06g07170	"hypothetical protein"
6	3437574	3438624	-	LOC_Os06g07180	"expressed protein"
6	3440104	3443076	+	LOC_Os06g07190	"RNA polymerase Rpb7, N-terminal domain containing protein, expressed"
6	3445019	3448344	-	LOC_Os06g07200	"syntaxin, putative, expressed"
6	3449667	3454768	-	LOC_Os06g07210	"ribonucleoside-diphosphate reductase large subunit, putative, expressed"
6	3455733	3456811	-	LOC_Os06g07220	"LTPL128 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
6	3460178	3465373	-	LOC_Os06g07230	"tyrosine protein kinase domain containing protein, putative, expressed"
6	3468467	3470009	+	LOC_Os06g07240	"X8 domain containing protein, expressed"
6	3470973	3475963	+	LOC_Os06g07250	"jacalin-like lectin domain containing protein, expressed"
6	3477113	3477403	-	LOC_Os06g07260	"OsWAK62 - OsWAK short gene, expressed"
6	3483625	3484956	-	LOC_Os06g07270	"expressed protein"
6	3489966	3490802	+	LOC_Os06g07280	"tubulin beta-1 chain, putative, expressed"
6	3504057	3508740	+	LOC_Os06g07300	"jacalin-like lectin domain containing protein, expressed"
6	3515130	3518028	-	LOC_Os06g07330	"OsWAK63 - OsWAK receptor-like protein kinase, expressed"
6	3532648	3533764	-	LOC_Os06g07340	"hypothetical protein"
6	3536682	3540238	-	LOC_Os06g07350	"RNA-binding motif protein, putative, expressed"
6	3540812	3541834	+	LOC_Os06g07360	"expressed protein"
6	3547139	3548596	-	LOC_Os06g07380	"OsFBX188 - F-box domain containing protein, expressed"
6	3564647	3565652	-	LOC_Os06g07410	"hypothetical protein"
6	3571551	3572234	+	LOC_Os06g07430	"OsFBX189 - F-box domain containing protein, expressed"
6	3580484	3581356	+	LOC_Os06g07450	"F-box protein interaction domain containing protein"
6	3582153	3583433	-	LOC_Os06g07460	"OsFBX190 - F-box domain containing protein, expressed"
6	3585217	3588272	+	LOC_Os06g07470	"expressed protein"
6	3588217	3595865	-	LOC_Os06g07474	"tetratricopeptide repeat domain containing protein, expressed"
6	3596001	3598293	+	LOC_Os06g07480	"CDK-activating kinase assembly factor MAT1 family protein, expressed"
6	3598464	3605188	-	LOC_Os06g07490	"HIRAN domain containing protein, putative, expressed"
6	3632663	3639659	+	LOC_Os06g07540	"WD-40 repeat family protein, putative, expressed"
6	3640786	3643651	+	LOC_Os06g07550	"PPR repeat domain containing protein, putative, expressed"
6	3649517	3650806	+	LOC_Os06g07560	"OsCML30 - Calmodulin-related calcium sensor protein, expressed"
6	3656474	3657130	+	LOC_Os06g07580	"expressed protein"
6	3660017	3661323	-	LOC_Os06g07590	"inactive receptor kinase At2g26730 precursor, putative, expressed"
6	3675572	3679002	-	LOC_Os06g07600	"uncharacterized glycosyltransferase, putative, expressed"
6	3682377	3688695	+	LOC_Os06g07620	"expressed protein"
6	3689672	3694342	+	LOC_Os06g07630	"26S protease regulatory subunit 6A, putative, expressed"
6	3696117	3697876	-	LOC_Os06g07640	"myb-like DNA-binding domain, SHAQKYF class family protein, expressed"
6	3702156	3704236	-	LOC_Os06g07650	"myb-like DNA-binding domain, SHAQKYF class family protein, expressed"
6	3707186	3711818	-	LOC_Os06g07660	"myb-like DNA-binding domain, SHAQKYF class family protein, expressed"
6	3713855	3714319	+	LOC_Os06g07670	"expressed protein"
6	3721623	3723002	+	LOC_Os06g07690	"expressed protein"
6	3723342	3725138	-	LOC_Os06g07700	"expressed protein"
6	3747261	3749226	-	LOC_Os06g07740	"myb-like DNA-binding domain, SHAQKYF class family protein, expressed"
6	3752004	3752432	+	LOC_Os06g07750	"expressed protein"
6	3759825	3762185	+	LOC_Os06g07760	"sulfiredoxin-1, putative, expressed"
6	3762943	3773095	+	LOC_Os06g07770	"expressed protein"
6	3773667	3776566	-	LOC_Os06g07780	"vesicle-associated membrane protein, putative, expressed"
6	3788062	3789804	+	LOC_Os06g07800	"expressed protein"
6	3795464	3798623	-	LOC_Os06g07820	"BSD domain containing protein, expressed"
6	3801206	3807784	-	LOC_Os06g07830	"ANTH/ENTH domain containing protein, putative, expressed"
6	3810431	3810634	+	LOC_Os06g07840	"hypothetical protein"
6	3823021	3827411	+	LOC_Os06g07860	"cystathionine gamma-synthase, putative, expressed"
6	3828204	3829961	+	LOC_Os06g07869	"cytochrome b-c1 complex subunit 8, putative, expressed"
6	3832012	3833595	+	LOC_Os06g07878	"peptidase, T1 family, putative, expressed"
6	3872355	3874569	-	LOC_Os06g07887	"exostosin family protein, putative, expressed"
6	3875484	3878203	-	LOC_Os06g07896	"ribosomal protein S15 containing protein, expressed"
6	3840732	3844896	+	LOC_Os06g07905	"galactosyltransferase family protein, putative, expressed"
6	3846106	3848325	+	LOC_Os06g07914	"hydroxylase, putative, expressed"
6	3852139	3854472	+	LOC_Os06g07923	"expressed protein"
6	3854646	3857393	+	LOC_Os06g07932	"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
6	3858434	3860468	+	LOC_Os06g07941	"iron/ascorbate-dependent oxidoreductase, putative, expressed"
6	3823413	3827346	+	LOC_Os06g07960	"cystathionine gamma-synthase, putative, expressed"
6	3866159	3868200	+	LOC_Os06g07969	"cytochrome b-c1 complex subunit 8, putative, expressed"
6	3870164	3870916	+	LOC_Os06g07978	"peptidase, T1 family, putative, expressed"
6	3878852	3882839	+	LOC_Os06g08005	"galactosyltransferase family protein, putative, expressed"
6	3884192	3885867	+	LOC_Os06g08014	"hydroxylase, putative, expressed"
6	3889190	3892359	+	LOC_Os06g08023	"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
6	3893672	3895400	+	LOC_Os06g08032	"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
6	3896490	3898785	+	LOC_Os06g08041	"iron/ascorbate-dependent oxidoreductase, putative, expressed"
6	3900488	3903056	+	LOC_Os06g08060	"leucoanthocyanidin dioxygenase, putative, expressed"
6	3919501	3924409	+	LOC_Os06g08080	"inorganic H+ pyrophosphatase, putative, expressed"
6	3924681	3927945	-	LOC_Os06g08090	"heparanase-like protein precursor, putative, expressed"
6	3932092	3932802	+	LOC_Os06g08100	"jp18, putative, expressed"
6	3934027	3937229	-	LOC_Os06g08110	"nodulin, putative, expressed"
6	3941687	3943447	+	LOC_Os06g08120	"plant protein of unknown function domain containing protein, expressed"
6	3946825	3947689	-	LOC_Os06g08130	"expressed protein"
6	3947926	3952251	-	LOC_Os06g08140	"protein phosphatase 2C, putative, expressed"
